,pclass,survived,sex,age,sibsp,parch,fare,embarked
1251,3,1,male,25.0,0,0,0.0,S
1252,3,0,male,28.0,0,0,7.2,C
1253,3,1,male,7.0,1,1,15.2,C
1254,3,1,female,9.0,1,1,15.2,C
1255,3,1,female,29.0,0,2,15.2,C
1256,3,0,male,36.0,0,0,7.9,S
1257,3,1,female,18.0,0,0,9.8,S
1258,3,1,female,63.0,0,0,9.6,S
1259,3,0,male,28.0,1,1,14.5,S
1260,3,0,male,11.5,1,1,14.5,S
1261,3,0,male,40.5,0,2,14.5,S
1262,3,0,female,10.0,0,2,24.2,S
1263,3,0,male,36.0,1,1,24.2,S
1264,3,0,female,30.0,1,1,24.2,S
1265,3,0,male,28.0,0,0,9.5,S
1266,3,0,male,33.0,0,0,9.5,S
1267,3,0,male,28.0,0,0,9.5,S
1268,3,0,male,28.0,0,0,9.5,S
1269,3,0,male,47.0,0,0,9.0,S
1270,3,0,female,18.0,2,0,18.0,S
1271,3,0,male,31.0,3,0,18.0,S
1272,3,0,male,16.0,2,0,18.0,S
1273,3,0,female,31.0,1,0,18.0,S
1274,3,1,male,22.0,0,0,7.2,C
1275,3,0,male,20.0,0,0,7.9,S
1276,3,0,female,14.0,0,0,7.9,S
1277,3,0,male,22.0,0,0,7.9,S
1278,3,0,male,22.0,0,0,9.0,S
1279,3,0,male,28.0,0,0,8.0,S
1280,3,0,male,28.0,0,0,7.6,S
1281,3,0,male,28.0,0,0,8.0,S
1282,3,0,male,32.5,0,0,9.5,S
1283,3,1,female,38.0,0,0,7.2,C
1284,3,0,male,51.0,0,0,7.8,S
1285,3,0,male,18.0,1,0,6.5,S
1286,3,0,male,21.0,1,0,6.5,S
1287,3,1,female,47.0,1,0,7.0,S
1288,3,0,male,28.0,0,0,8.7,S
1289,3,0,male,28.0,0,0,7.6,S
1290,3,0,male,28.0,0,0,8.0,S
1291,3,0,male,28.5,0,0,16.1,S
1292,3,0,male,21.0,0,0,7.2,S
1293,3,0,male,27.0,0,0,8.7,S
1294,3,0,male,28.0,0,0,7.2,S
1295,3,0,male,36.0,0,0,9.5,S
1296,3,0,male,27.0,1,0,14.5,C
1297,3,1,female,15.0,1,0,14.5,C
1298,3,0,male,45.5,0,0,7.2,C
1299,3,0,male,28.0,0,0,7.2,C
1300,3,0,male,28.0,0,0,14.5,C
1301,3,0,female,14.5,1,0,14.5,C
1302,3,0,female,28.0,1,0,14.5,C
1303,3,0,male,26.5,0,0,7.2,C
1304,3,0,male,27.0,0,0,7.2,C
1305,3,0,male,29.0,0,0,7.9,S
